ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Joined,Loaned From,Contract Valid Until,Height,Weight,Release Clause,Kit Number,Best Overall Rating
203483,D. Klaassen,29,https://cdn.sofifa.net/players/203/483/23_60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png,79,79,Ajax,https://cdn.sofifa.net/teams/245/30.png,€17M,€21K,2126,Right,2,3,3,High/ High,Normal (170-185),Yes,<span class="pos pos28">SUB,5-Oct-20,nan,2024,179cm,70kg,€23.8M,6,nan
248243,E. Camavinga,19,https://cdn.sofifa.net/players/248/243/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,79,89,Real Madrid CF,https://cdn.sofifa.net/teams/243/30.png,€38M,€78K,2125,Left,3,3,4,High/ High,Lean (170-185),Yes,<span class="pos pos28">SUB,1-Sep-21,nan,2027,182cm,68kg,€85.5M,16,nan
191740,Ander Herrera,32,https://cdn.sofifa.net/players/191/740/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,79,79,Paris Saint-Germain,https://cdn.sofifa.net/teams/73/30.png,€14M,€78K,2123,Right,3,4,3,High/ High,Lean (170-185),Yes,<span class="pos pos28">SUB,4-Jul-19,nan,2024,182cm,71kg,€25.9M,21,nan
221363,D. van de Beek,25,https://cdn.sofifa.net/players/221/363/23_60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png,79,84,Manchester United,https://cdn.sofifa.net/teams/11/30.png,€25.5M,€105K,2118,Right,3,3,3,High/ Medium,Unique,Yes,<span class="pos pos28">SUB,2-Sep-20,nan,2025,184cm,74kg,€50.4M,34,nan
162240,22 M. Dembélé,33,https://cdn.sofifa.net/players/162/240/22_60.png,Belgium,https://cdn.sofifa.net/flags/be.png,79,79,Guangzhou City,https://cdn.sofifa.net/teams/112429/30.png,€11M,€21K,2111,Left,3,2,4,High/ High,Normal (185+),Yes,<span class="pos pos15">LCM,17-Jan-19,nan,2026,185cm,85kg,€17.1M,8,nan
208135,A. Doucouré,29,https://cdn.sofifa.net/players/208/135/23_60.png,Mali,https://cdn.sofifa.net/flags/ml.png,79,79,Everton,https://cdn.sofifa.net/teams/7/30.png,€17M,€49K,2109,Right,2,3,3,High/ High,Unique,Yes,<span class="pos pos13">RCM,8-Sep-20,nan,2023,184cm,76kg,€32.3M,16,nan
227535,R. Bentancur,25,https://cdn.sofifa.net/players/227/535/23_60.png,Uruguay,https://cdn.sofifa.net/flags/uy.png,79,83,Tottenham Hotspur,https://cdn.sofifa.net/teams/18/30.png,€24.5M,€85K,2107,Right,2,4,4,Medium/ Medium,Lean (185+),No,<span class="pos pos13">RCM,31-Jan-22,nan,2026,187cm,73kg,€48.4M,30,nan
197965,22 Pizzi,31,https://cdn.sofifa.net/players/197/965/22_60.png,Portugal,https://cdn.sofifa.net/flags/pt.png,79,79,İstanbul Başakşehir FK,https://cdn.sofifa.net/teams/101014/30.png,€14.5M,€17K,2104,Right,3,4,3,High/ Medium,Normal (170-185),Yes,<span class="pos pos28">SUB,nan,<a href="/team/234/sl-benfica/">SL Benfica</a>,31-May-22,177cm,72kg,nan,20,nan
253124,Matheus Nunes,23,https://cdn.sofifa.net/players/253/124/23_60.png,Portugal,https://cdn.sofifa.net/flags/pt.png,79,86,Sporting CP,https://cdn.sofifa.net/teams/237/30.png,€35M,€15K,2103,Right,1,3,3,High/ Medium,Normal (170-185),No,<span class="pos pos15">LCM,31-Jan-19,nan,2026,183cm,76kg,€77M,8,nan
190717,M. Antonio,32,https://cdn.sofifa.net/players/190/717/23_60.png,Jamaica,https://cdn.sofifa.net/flags/jm.png,79,79,West Ham United,https://cdn.sofifa.net/teams/19/30.png,€14M,€79K,2103,Right,2,3,4,High/ Medium,Stocky (170-185),Yes,<span class="pos pos25">ST,1-Sep-15,nan,2024,178cm,82kg,€26.6M,9,nan
246104,R. Gravenberch,20,https://cdn.sofifa.net/players/246/104/23_60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png,79,89,FC Bayern München,https://cdn.sofifa.net/teams/21/30.png,€38.5M,€45K,2101,Right,1,4,4,Medium/ Medium,Lean (185+),Yes,<span class="pos pos28">SUB,1-Jul-22,nan,2027,190cm,79kg,€71.2M,38,nan
187072,L. Stindl,33,https://cdn.sofifa.net/players/187/072/23_60.png,Germany,https://cdn.sofifa.net/flags/de.png,79,79,Borussia Mönchengladbach,https://cdn.sofifa.net/teams/23/30.png,€11M,€34K,2100,Right,3,4,4,Medium/ Medium,Normal (170-185),Yes,<span class="pos pos18">CAM,1-Jul-15,nan,2023,181cm,80kg,€18.7M,13,nan
230251,Melvin Parrela,22,https://cdn.sofifa.net/players/230/251/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,79,79,RB Bragantino,https://cdn.sofifa.net/teams/112472/30.png,€18.5M,€17K,2099,Right,1,3,2,Medium/ Medium,Normal (185+),No,<span class="pos pos28">SUB,nan,nan,nan,188cm,88kg,€35.2M,20,nan
195861,Y. Rakitskyi,32,https://cdn.sofifa.net/players/195/861/23_60.png,Ukraine,https://cdn.sofifa.net/flags/ua.png,79,79,Adana Demirspor,https://cdn.sofifa.net/teams/101016/30.png,€11.5M,€25K,2094,Left,2,3,3,High/ Medium,Normal (185+),No,<span class="pos pos6">LCB,26-Jul-22,nan,2023,185cm,83kg,€23M,44,nan
183498,21 M. Parolo,35,https://cdn.sofifa.net/players/183/498/21_60.png,Italy,https://cdn.sofifa.net/flags/it.png,79,79,Lazio,https://cdn.sofifa.net/teams/46/30.png,€4.9M,€40K,2092,Right,2,4,3,High/ High,Lean (170-185),No,<span class="pos pos28">SUB,1-Jul-14,nan,2021,184cm,75kg,€8.3M,16,nan
212404,F. Bernardeschi,28,https://cdn.sofifa.net/players/212/404/23_60.png,Italy,https://cdn.sofifa.net/flags/it.png,79,79,Toronto FC,https://cdn.sofifa.net/teams/111651/30.png,€17.5M,€12K,2090,Left,2,3,4,Medium/ Medium,Normal (185+),Yes,<span class="pos pos28">SUB,nan,nan,nan,185cm,77kg,€26.3M,20,nan
243245,O. Kökçü,21,https://cdn.sofifa.net/players/243/245/23_60.png,Turkey,https://cdn.sofifa.net/flags/tr.png,79,86,Feyenoord,https://cdn.sofifa.net/teams/246/30.png,€35.5M,€11K,2089,Right,2,5,3,Medium/ Medium,Normal (170-185),No,<span class="pos pos15">LCM,20-Mar-17,nan,2025,175cm,68kg,€60.4M,10,nan
190674,B. André,31,https://cdn.sofifa.net/players/190/674/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,79,79,LOSC Lille,https://cdn.sofifa.net/teams/65/30.png,€12.5M,€35K,2087,Right,2,3,3,High/ High,Normal (170-185),No,<span class="pos pos9">RDM,17-Jul-19,nan,2023,180cm,74kg,€23.8M,21,nan
225663,A. Golovin,26,https://cdn.sofifa.net/players/225/663/23_60.png,Russia,https://cdn.sofifa.net/flags/ru.png,79,80,AS Monaco,https://cdn.sofifa.net/teams/69/30.png,€20.5M,€55K,2085,Right,3,4,4,High/ High,Lean (170-185),No,<span class="pos pos16">LM,27-Jul-18,nan,2024,180cm,69kg,€40.5M,17,nan
242201,Luis Milla,27,https://cdn.sofifa.net/players/242/201/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,79,81,Getafe CF,https://cdn.sofifa.net/teams/1860/30.png,€19M,€30K,2083,Right,1,3,3,High/ High,Lean (170-185),No,<span class="pos pos28">SUB,25-Jul-22,nan,2027,175cm,67kg,€41.3M,5,nan
225126,E. Skhiri,27,https://cdn.sofifa.net/players/225/126/23_60.png,Tunisia,https://cdn.sofifa.net/flags/tn.png,79,80,1. FC Köln,https://cdn.sofifa.net/teams/31/30.png,€18M,€31K,2083,Right,2,3,3,Medium/ High,Lean (185+),No,<span class="pos pos10">CDM,29-Jul-19,nan,2023,185cm,74kg,€33.8M,28,nan
197853,22 S. Aurier,28,https://cdn.sofifa.net/players/197/853/22_60.png,Côte d'Ivoire,https://cdn.sofifa.net/flags/ci.png,79,79,Villarreal CF,https://cdn.sofifa.net/teams/483/30.png,€16M,€35K,2081,Right,2,3,3,High/ Medium,Stocky (170-185),Yes,<span class="pos pos3">RB,4-Oct-21,nan,2022,174cm,74kg,€33.6M,25,nan
208364,Clinton Mata,29,https://cdn.sofifa.net/players/208/364/23_60.png,Angola,https://cdn.sofifa.net/flags/ao.png,79,79,Club Brugge KV,https://cdn.sofifa.net/teams/231/30.png,€15.5M,€30K,2080,Right,1,3,3,High/ High,Normal (170-185),No,<span class="pos pos4">RCB,1-Jul-18,nan,2024,180cm,73kg,€21.7M,77,nan
170368,E. Lamela,30,https://cdn.sofifa.net/players/170/368/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,79,79,Sevilla FC,https://cdn.sofifa.net/teams/481/30.png,€17M,€34K,2078,Left,2,3,4,High/ High,Lean (170-185),Yes,<span class="pos pos28">SUB,26-Jul-21,nan,2024,181cm,79kg,€35.7M,17,nan
234906,H. Aouar,24,https://cdn.sofifa.net/players/234/906/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,79,84,Olympique Lyonnais,https://cdn.sofifa.net/teams/66/30.png,€26.5M,€57K,2073,Right,2,3,4,High/ Low,Unique,Yes,<span class="pos pos28">SUB,1-Jul-16,nan,2023,175cm,70kg,€52.3M,8,nan
220673,R. Tapia,26,https://cdn.sofifa.net/players/220/673/23_60.png,Peru,https://cdn.sofifa.net/flags/pe.png,79,81,RC Celta de Vigo,https://cdn.sofifa.net/teams/450/30.png,€19.5M,€26K,2072,Right,1,4,3,Medium/ High,Stocky (185+),No,<span class="pos pos28">SUB,4-Aug-20,nan,2024,185cm,80kg,€42.4M,14,nan
231102,L. Blas,24,https://cdn.sofifa.net/players/231/102/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,79,83,FC Nantes,https://cdn.sofifa.net/teams/71/30.png,€25M,€28K,2069,Left,2,2,4,High/ Medium,Normal (170-185),No,<span class="pos pos18">CAM,2-Sep-19,nan,2024,180cm,70kg,€51.9M,10,nan
224031,A. Marušić,29,https://cdn.sofifa.net/players/224/031/23_60.png,Montenegro,https://cdn.sofifa.net/flags/me.png,79,79,Lazio,https://cdn.sofifa.net/teams/46/30.png,€15.5M,€51K,2069,Right,2,4,3,Low/ High,Normal (185+),No,<span class="pos pos7">LB,1-Jul-17,nan,2024,185cm,85kg,€26.4M,77,nan
226456,Pablo Fornals,26,https://cdn.sofifa.net/players/226/456/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,79,81,West Ham United,https://cdn.sofifa.net/teams/19/30.png,€21.5M,€72K,2069,Right,2,3,4,High/ High,Lean (170-185),Yes,<span class="pos pos16">LM,1-Jul-19,nan,2024,178cm,67kg,€42.5M,8,nan
193198,N. Gudelj,30,https://cdn.sofifa.net/players/193/198/23_60.png,Serbia,https://cdn.sofifa.net/flags/rs.png,79,79,Sevilla FC,https://cdn.sofifa.net/teams/481/30.png,€14.5M,€29K,2068,Right,2,2,3,Low/ Medium,Normal (185+),No,<span class="pos pos28">SUB,23-Jul-19,nan,2023,187cm,73kg,€30.5M,6,nan
204970,22 F. Thauvin,28,https://cdn.sofifa.net/players/204/970/22_60.png,France,https://cdn.sofifa.net/flags/fr.png,79,79,Tigres U.A.N.L.,https://cdn.sofifa.net/teams/1970/30.png,€17.5M,€56K,2066,Left,1,3,4,High/ Medium,Normal (170-185),Yes,<span class="pos pos28">SUB,1-Jul-21,nan,2025,181cm,77kg,€28M,26,nan
202166,J. Draxler,28,https://cdn.sofifa.net/players/202/166/23_60.png,Germany,https://cdn.sofifa.net/flags/de.png,79,79,Paris Saint-Germain,https://cdn.sofifa.net/teams/73/30.png,€17.5M,€88K,2064,Right,3,5,4,Medium/ Medium,Lean (185+),Yes,<span class="pos pos29">RES,3-Jan-17,nan,2024,187cm,77kg,€32.4M,23,nan
216150,D. Zappacosta,30,https://cdn.sofifa.net/players/216/150/23_60.png,Italy,https://cdn.sofifa.net/flags/it.png,79,79,Atalanta,https://cdn.sofifa.net/teams/39/30.png,€15M,€48K,2062,Right,2,3,3,High/ High,Lean (170-185),Yes,<span class="pos pos16">LM,24-Aug-21,nan,2025,182cm,75kg,€25.5M,77,nan
199254,João Pedro,30,https://cdn.sofifa.net/players/199/254/23_60.png,Italy,https://cdn.sofifa.net/flags/it.png,79,79,Fenerbahçe SK,https://cdn.sofifa.net/teams/326/30.png,€17M,€77K,2060,Right,1,4,4,High/ Medium,Lean (170-185),No,<span class="pos pos24">RS,21-Jul-22,nan,2025,184cm,73kg,€32.3M,20,nan
235407,S. Özcan,24,https://cdn.sofifa.net/players/235/407/23_60.png,Turkey,https://cdn.sofifa.net/flags/tr.png,79,83,Borussia Dortmund,https://cdn.sofifa.net/teams/22/30.png,€23M,€38K,2055,Right,1,3,3,Medium/ High,Stocky (170-185),Yes,<span class="pos pos28">SUB,1-Jul-22,nan,2026,180cm,76kg,€40.8M,6,nan
184484,22 G. Sigurðsson,31,https://cdn.sofifa.net/players/184/484/22_60.png,Iceland,https://cdn.sofifa.net/flags/is.png,79,79,Everton,https://cdn.sofifa.net/teams/7/30.png,€14.5M,€83K,2055,Right,3,4,3,Medium/ Medium,Normal (185+),Yes,<span class="pos pos29">RES,16-Aug-17,nan,2022,186cm,77kg,€27.6M,10,nan
201119,Ismaily,32,https://cdn.sofifa.net/players/201/119/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,79,79,LOSC Lille,https://cdn.sofifa.net/teams/65/30.png,€12M,€35K,2054,Left,2,2,4,High/ Medium,Stocky (170-185),No,<span class="pos pos7">LB,4-Aug-22,nan,2023,177cm,82kg,€22.8M,31,nan
184941,A. Sánchez,33,https://cdn.sofifa.net/players/184/941/23_60.png,Chile,https://cdn.sofifa.net/flags/cl.png,79,79,Olympique de Marseille,https://cdn.sofifa.net/teams/219/30.png,€11M,€48K,2052,Right,4,4,4,Medium/ Medium,Unique,Yes,<span class="pos pos28">SUB,10-Aug-22,nan,2023,168cm,62kg,€20.9M,70,nan
238216,C. Gallagher,22,https://cdn.sofifa.net/players/238/216/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,79,86,Chelsea,https://cdn.sofifa.net/teams/5/30.png,€35.5M,€89K,2052,Right,1,2,3,High/ High,Normal (170-185),No,<span class="pos pos28">SUB,7-Feb-17,nan,2025,182cm,77kg,€72.8M,23,nan
235569,T. Ndombele,25,https://cdn.sofifa.net/players/235/569/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,79,82,Tottenham Hotspur,https://cdn.sofifa.net/teams/18/30.png,€23M,€85K,2051,Right,1,3,4,Low/ Low,Unique,Yes,<span class="pos pos29">RES,2-Jul-19,nan,2024,179cm,76kg,€45.4M,28,nan
212814,João Mário,29,https://cdn.sofifa.net/players/212/814/23_60.png,Portugal,https://cdn.sofifa.net/flags/pt.png,79,79,SL Benfica,https://cdn.sofifa.net/teams/234/30.png,€17M,€18K,2049,Right,3,4,3,Medium/ Low,Lean (170-185),Yes,<span class="pos pos16">LM,13-Jul-21,nan,2026,179cm,73kg,€34M,20,nan
227174,M. Cash,24,https://cdn.sofifa.net/players/227/174/23_60.png,Poland,https://cdn.sofifa.net/flags/pl.png,79,84,Aston Villa,https://cdn.sofifa.net/teams/2/30.png,€24.5M,€65K,2048,Right,2,2,3,High/ Medium,Normal (170-185),Yes,<span class="pos pos3">RB,3-Sep-20,nan,2027,179cm,74kg,€48.4M,2,nan
201922,22 M. Hinteregger,28,https://cdn.sofifa.net/players/201/922/22_60.png,Austria,https://cdn.sofifa.net/flags/at.png,79,79,,https://cdn.sofifa.net/flags/at.png,€ 0,€ 0,2047,Left,2,3,2,Medium/ Medium,Normal (185+),Yes,<span class="pos pos6">LCB,nan,nan,nan,186cm,82kg,nan,4,nan
231340,G. Montiel,25,https://cdn.sofifa.net/players/231/340/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,79,81,Sevilla FC,https://cdn.sofifa.net/teams/481/30.png,€20M,€28K,2046,Right,1,3,3,High/ Medium,Normal (170-185),No,<span class="pos pos28">SUB,13-Aug-21,nan,2026,175cm,70kg,€43.5M,2,nan
179944,21 David Luiz,33,https://cdn.sofifa.net/players/179/944/21_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,79,79,Arsenal,https://cdn.sofifa.net/teams/1/30.png,€8.5M,€76K,2043,Right,4,3,3,Medium/ Medium,Normal (185+),Yes,<span class="pos pos4">RCB,8-Aug-19,nan,2021,189cm,86kg,€16.2M,23,nan
203890,Š. Vrsaljko,30,https://cdn.sofifa.net/players/203/890/23_60.png,Croatia,https://cdn.sofifa.net/flags/hr.png,79,79,,https://cdn.sofifa.net/flags/hr.png,€ 0,€ 0,2040,Right,2,3,3,High/ Medium,Lean (170-185),Yes,<span class="pos pos3">RB,nan,nan,nan,181cm,76kg,nan,2,nan
230234,Jorge Andrão,26,https://cdn.sofifa.net/players/230/234/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,79,79,Fluminense,https://cdn.sofifa.net/teams/567/30.png,€17M,€27K,2040,Right,1,4,2,High/ High,Stocky (170-185),No,<span class="pos pos11">LDM,20-Jun-22,nan,2025,177cm,75kg,€32.3M,26,nan
239433,N. Maksimović,27,https://cdn.sofifa.net/players/239/433/23_60.png,Serbia,https://cdn.sofifa.net/flags/rs.png,79,80,Getafe CF,https://cdn.sofifa.net/teams/1860/30.png,€20M,€33K,2039,Right,1,3,3,High/ High,Normal (185+),Yes,<span class="pos pos9">RDM,16-Jul-18,nan,2024,189cm,78kg,€43.5M,20,nan
192064,22 Gao Late,30,https://cdn.sofifa.net/players/192/064/22_60.png,China PR,https://cdn.sofifa.net/flags/cn.png,79,79,Guangzhou FC,https://cdn.sofifa.net/teams/111839/30.png,€17M,€32K,2034,Right,2,4,4,High/ Medium,Normal (185+),No,<span class="pos pos18">CAM,1-Jan-20,nan,2023,185cm,78kg,€27.2M,11,nan
215270,L. Zelarayán,30,https://cdn.sofifa.net/players/215/270/23_60.png,Armenia,https://cdn.sofifa.net/flags/am.png,79,79,Columbus Crew,https://cdn.sofifa.net/teams/687/30.png,€17M,€12K,2032,Right,2,3,4,Medium/ Low,Normal (170-185),Yes,<span class="pos pos18">CAM,1-Jan-20,nan,2024,172cm,70kg,€25.5M,10,nan
235374,M. Lazzari,28,https://cdn.sofifa.net/players/235/374/23_60.png,Italy,https://cdn.sofifa.net/flags/it.png,79,79,Lazio,https://cdn.sofifa.net/teams/46/30.png,€16M,€51K,2031,Right,2,3,3,High/ Low,Lean (170-185),No,<span class="pos pos3">RB,12-Jul-19,nan,2024,174cm,67kg,€27.2M,29,nan
245630,Y. Fofana,23,https://cdn.sofifa.net/players/245/630/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,79,84,AS Monaco,https://cdn.sofifa.net/teams/69/30.png,€24.5M,€43K,2029,Right,2,3,3,Medium/ High,Normal (170-185),No,<span class="pos pos11">LDM,30-Jan-20,nan,2024,176cm,69kg,€48.4M,19,nan
222028,J. Weigl,26,https://cdn.sofifa.net/players/222/028/23_60.png,Germany,https://cdn.sofifa.net/flags/de.png,79,82,SL Benfica,https://cdn.sofifa.net/teams/234/30.png,€23M,€17K,2029,Right,2,3,3,Low/ Medium,Lean (185+),Yes,<span class="pos pos28">SUB,2-Jan-20,nan,2025,187cm,80kg,€47.7M,28,nan
203980,22 K. Fortounis,28,https://cdn.sofifa.net/players/203/980/22_60.png,Greece,https://cdn.sofifa.net/flags/gr.png,79,79,Olympiacos CFP,https://cdn.sofifa.net/teams/280/30.png,€17.5M,€2K,2026,Right,2,5,3,High/ Low,Lean (170-185),No,<span class="pos pos29">RES,21-Jul-14,nan,2023,183cm,70kg,€36.8M,53,nan
226851,B. Pavard,26,https://cdn.sofifa.net/players/226/851/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,79,81,FC Bayern München,https://cdn.sofifa.net/teams/21/30.png,€20M,€56K,2024,Right,3,3,3,Medium/ High,Normal (185+),Yes,<span class="pos pos28">SUB,1-Jul-19,nan,2024,186cm,81kg,€34.5M,5,nan
240753,A. Gouiri,22,https://cdn.sofifa.net/players/240/753/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,79,86,OGC Nice,https://cdn.sofifa.net/teams/72/30.png,€36M,€46K,2024,Right,2,3,4,High/ Medium,Normal (170-185),No,<span class="pos pos27">LW,1-Jul-20,nan,2024,180cm,72kg,€75.6M,11,nan
236572,O. Wijndal,22,https://cdn.sofifa.net/players/236/572/23_60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png,79,83,Ajax,https://cdn.sofifa.net/teams/245/30.png,€24M,€16K,2022,Left,2,2,3,High/ High,Normal (170-185),No,<span class="pos pos7">LB,12-Jul-22,nan,2027,176cm,65kg,€35.4M,5,nan
195859,D. Ings,29,https://cdn.sofifa.net/players/195/859/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,79,79,Aston Villa,https://cdn.sofifa.net/teams/2/30.png,€17.5M,€95K,2021,Right,1,3,3,High/ Medium,Normal (170-185),Yes,<span class="pos pos25">ST,4-Aug-21,nan,2024,178cm,73kg,€33.3M,9,nan
231447,D. Malen,23,https://cdn.sofifa.net/players/231/447/23_60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png,79,85,Borussia Dortmund,https://cdn.sofifa.net/teams/22/30.png,€28M,€47K,2018,Right,2,4,4,Medium/ Medium,Normal (170-185),Yes,<span class="pos pos16">LM,27-Jul-21,nan,2026,178cm,77kg,€53.2M,21,nan
205192,Denis Suárez,28,https://cdn.sofifa.net/players/205/192/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,79,79,RC Celta de Vigo,https://cdn.sofifa.net/teams/450/30.png,€17.5M,€30K,2017,Right,2,3,3,Medium/ Medium,Lean (170-185),Yes,<span class="pos pos28">SUB,1-Jul-19,nan,2023,178cm,66kg,€36.8M,6,nan
220502,M. Zaccagni,27,https://cdn.sofifa.net/players/220/502/23_60.png,Italy,https://cdn.sofifa.net/flags/it.png,79,79,Lazio,https://cdn.sofifa.net/teams/46/30.png,€18.5M,€57K,2012,Right,1,4,4,High/ Medium,Lean (170-185),No,<span class="pos pos27">LW,1-Sep-21,nan,2023,177cm,63kg,€31.5M,20,nan
264240,Gavi,17,https://cdn.sofifa.net/players/264/240/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,79,89,FC Barcelona,https://cdn.sofifa.net/teams/241/30.png,€36M,€17K,2010,Right,1,3,3,High/ High,Normal (170-185),No,<span class="pos pos28">SUB,1-Jul-20,nan,2023,173cm,68kg,€81M,30,nan
223816,22 J. Rodríguez,27,https://cdn.sofifa.net/players/223/816/22_60.png,Uruguay,https://cdn.sofifa.net/flags/uy.png,79,79,Al Nassr,https://cdn.sofifa.net/teams/112139/30.png,€19M,€50K,2009,Right,1,3,4,High/ Medium,Normal (170-185),Yes,<span class="pos pos28">SUB,11-Jan-22,nan,2026,177cm,79kg,€32.3M,22,nan
201995,Felipe Anderson,29,https://cdn.sofifa.net/players/201/995/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,79,79,Lazio,https://cdn.sofifa.net/teams/46/30.png,€17M,€60K,2008,Right,3,4,4,High/ High,Unique,Yes,<span class="pos pos23">RW,16-Jul-21,nan,2025,175cm,70kg,€28.9M,7,nan
255253,Vitinha,22,https://cdn.sofifa.net/players/255/253/23_60.png,Portugal,https://cdn.sofifa.net/flags/pt.png,79,89,Paris Saint-Germain,https://cdn.sofifa.net/teams/73/30.png,€39.5M,€68K,2007,Right,1,3,3,High/ High,Lean (170-185),Yes,<span class="pos pos15">LCM,30-Jun-22,nan,2027,173cm,65kg,€81M,17,nan
206273,18 O. Shatov,26,https://cdn.sofifa.net/players/206/273/18_60.png,Russia,https://cdn.sofifa.net/flags/ru.png,79,79,FC Krasnodar,https://cdn.sofifa.net/teams/112218/30.png,€13.5M,€50K,2005,Right,2,3,4,Medium/ Medium,Normal (170-185),Yes,<span class="pos pos13">RCM,nan,<a href="/team/100769/zenit-st-petersburg/">Zenit St. Petersburg</a>,30-Jun-18,173cm,73kg,nan,18,nan
238041,T. Malacia,22,https://cdn.sofifa.net/players/238/041/23_60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png,79,85,Manchester United,https://cdn.sofifa.net/teams/11/30.png,€26.5M,€86K,2004,Left,1,3,3,High/ Medium,Normal (170-),No,<span class="pos pos28">SUB,5-Jul-22,nan,2026,169cm,67kg,€55.7M,12,nan
228520,E. Ávila,28,https://cdn.sofifa.net/players/228/520/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,79,79,CA Osasuna,https://cdn.sofifa.net/teams/479/30.png,€18M,€38K,2003,Right,1,5,3,High/ High,Normal (170-185),Yes,<span class="pos pos12">RM,1-Jul-19,nan,2026,172cm,81kg,€37.8M,9,nan
204259,S. Arias,30,https://cdn.sofifa.net/players/204/259/23_60.png,Colombia,https://cdn.sofifa.net/flags/co.png,79,79,Atlético de Madrid,https://cdn.sofifa.net/teams/240/30.png,€15M,€51K,2003,Right,2,3,3,High/ Medium,Normal (170-185),No,<span class="pos pos29">RES,31-Jul-18,nan,2023,178cm,72kg,€30.8M,3,nan
177604,22 Nacho Monreal,35,https://cdn.sofifa.net/players/177/604/22_60.png,Spain,https://cdn.sofifa.net/flags/es.png,79,79,Real Sociedad,https://cdn.sofifa.net/teams/457/30.png,€5.5M,€24K,2003,Left,2,3,3,Medium/ Medium,Lean (170-185),Yes,<span class="pos pos28">SUB,31-Aug-19,nan,2022,179cm,77kg,€11.6M,20,nan
204884,22 B. Mendy,26,https://cdn.sofifa.net/players/204/884/22_60.png,France,https://cdn.sofifa.net/flags/fr.png,79,80,Manchester City,https://cdn.sofifa.net/teams/10/30.png,€19M,€105K,2003,Left,2,3,3,High/ Medium,Stocky (185+),Yes,<span class="pos pos29">RES,24-Jul-17,nan,2022,185cm,85kg,€36.6M,22,nan
177413,A. Witsel,33,https://cdn.sofifa.net/players/177/413/23_60.png,Belgium,https://cdn.sofifa.net/flags/be.png,79,79,Atlético de Madrid,https://cdn.sofifa.net/teams/240/30.png,€8.5M,€51K,2002,Right,3,4,3,Low/ Medium,Unique,Yes,<span class="pos pos28">SUB,6-Jul-22,nan,2023,186cm,81kg,€17.4M,20,nan
205600,S. Umtiti,28,https://cdn.sofifa.net/players/205/600/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,79,79,FC Barcelona,https://cdn.sofifa.net/teams/241/30.png,€15M,€125K,1998,Left,3,3,2,Low/ Medium,Unique,Yes,<span class="pos pos28">SUB,12-Jul-16,nan,2026,182cm,75kg,€30.8M,23,nan
248148,Zubimendi,23,https://cdn.sofifa.net/players/248/148/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,79,86,Real Sociedad,https://cdn.sofifa.net/teams/457/30.png,€35M,€32K,1994,Right,1,4,3,Medium/ Medium,Normal (170-185),No,<span class="pos pos13">RCM,1-Jul-18,nan,2025,181cm,74kg,€80.5M,3,nan
234468,E. Reynoso,26,https://cdn.sofifa.net/players/234/468/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,79,80,Minnesota United FC,https://cdn.sofifa.net/teams/111138/30.png,€20.5M,€12K,1993,Left,1,3,4,Medium/ Low,Normal (170-185),No,<span class="pos pos18">CAM,1-Sep-20,nan,2023,176cm,67kg,€32.3M,10,nan
205923,B. Davies,29,https://cdn.sofifa.net/players/205/923/23_60.png,Wales,https://cdn.sofifa.net/flags/gb-wls.png,79,79,Tottenham Hotspur,https://cdn.sofifa.net/teams/18/30.png,€14.5M,€85K,1991,Left,2,3,3,Medium/ Medium,Normal (170-185),Yes,<span class="pos pos6">LCB,23-Jul-14,nan,2025,181cm,76kg,€27.6M,33,nan
